entities,group,test,framework,unit,timestamp,median,ci_lower,ci_upper,rounds
100,system,fragmented,lovetoys,s,2026-03-15 13:01:09Z,7.92e-7,7.92e-7,7.92e-7,1000
100,system,fragmented,nata,s,2026-03-15 13:01:12Z,3.33e-7,3.33e-7,3.33e-7,1000
100,system,fragmented,tinyecs,s,2026-03-15 13:01:15Z,2.92e-7,2.92e-7,2.92e-7,1000
100,system,fragmented,concord,kb,2026-03-15 13:01:20Z,0.0001,0.0001,0.0001,100
100,system,fragmented,ecs-lua,kb,2026-03-15 13:01:29Z,12.3281,12.3281,12.3281,100
100,system,fragmented,evolved,kb,2026-03-15 13:01:37Z,0.0001,0.0001,0.0001,100
100,system,fragmented,lovetoys,kb,2026-03-15 13:01:42Z,0.0001,0.0001,0.0001,100
100,system,fragmented,nata,kb,2026-03-15 13:01:49Z,0.0001,0.0001,0.0001,100
100,system,fragmented,tinyecs,kb,2026-03-15 13:01:54Z,0.0001,0.0001,0.0001,100
100,system,chained,concord,s,2026-03-15 13:01:59Z,3.75e-6,3.667e-6,3.833e-6,370
100,system,chained,ecs-lua,s,2026-03-15 13:02:06Z,0.000023333,0.000023292,0.000023375,1000
100,system,chained,evolved,s,2026-03-15 13:02:13Z,1.5e-6,1.5e-6,1.5e-6,1000
100,system,chained,lovetoys,s,2026-03-15 13:02:15Z,4.292e-6,4.25e-6,4.292e-6,1000
100,system,chained,nata,s,2026-03-15 13:02:19Z,1.25e-6,1.25e-6,1.25e-6,1000
100,system,chained,tinyecs,s,2026-03-15 13:02:23Z,1.125e-6,1.125e-6,1.125e-6,1000
100,system,chained,concord,kb,2026-03-15 13:02:28Z,0.0001,0.0001,0.0001,100
100,system,chained,ecs-lua,kb,2026-03-15 13:02:45Z,71.2266,71.2266,71.2266,100
100,system,chained,evolved,kb,2026-03-15 13:03:03Z,0.0001,0.0001,0.0001,100
100,system,chained,lovetoys,kb,2026-03-15 13:03:11Z,0.0001,0.0001,0.0001,100
100,system,chained,nata,kb,2026-03-15 13:03:25Z,0.0001,0.0001,0.0001,100
100,system,chained,tinyecs,kb,2026-03-15 13:03:36Z,0.0001,0.0001,0.0001,100
100,system,multi_20,concord,s,2026-03-15 13:03:45Z,0.000099167,0.000096792,0.00010025,147
100,system,multi_20,ecs-lua,s,2026-03-15 13:04:05Z,0.000072458,0.000072167,0.000072667,635
100,system,multi_20,evolved,s,2026-03-15 13:04:15Z,0.000010958,0.000010958,0.000011,897
100,system,multi_20,lovetoys,s,2026-03-15 13:04:17Z,0.0000155,0.0000155,0.000015542,1000
100,system,multi_20,nata,s,2026-03-15 13:04:25Z,5.792e-6,5.75e-6,5.792e-6,1000
100,system,multi_20,tinyecs,s,2026-03-15 13:04:30Z,5.208e-6,5.208e-6,5.208e-6,1000
100,system,multi_20,concord,kb,2026-03-15 13:04:41Z,0.0001,0.0001,0.0001,100
100,system,multi_20,ecs-lua,kb,2026-03-15 13:05:33Z,182.0703,182.0703,182.0703,100
100,system,multi_20,evolved,kb,2026-03-15 13:06:23Z,0.0001,0.0001,0.0001,100
100,system,multi_20,lovetoys,kb,2026-03-15 13:06:48Z,0.0001,0.0001,0.0001,100
100,system,multi_20,nata,kb,2026-03-15 13:07:37Z,0.0001,0.0001,0.0001,100
100,system,multi_20,tinyecs,kb,2026-03-15 13:08:16Z,0.0001,0.0001,0.0001,100
100,system,empty_systems,concord,s,2026-03-15 13:08:50Z,1.417e-6,1.417e-6,1.542e-6,491
100,system,empty_systems,ecs-lua,s,2026-03-15 13:09:01Z,2.625e-6,2.625e-6,2.625e-6,1000
100,system,empty_systems,evolved,s,2026-03-15 13:09:04Z,6.583e-6,6.542e-6,6.583e-6,1000
100,system,empty_systems,lovetoys,s,2026-03-15 13:09:06Z,6.67e-7,6.67e-7,6.67e-7,1000
100,system,empty_systems,nata,s,2026-03-15 13:09:09Z,9.58e-7,9.58e-7,9.58e-7,1000
100,system,empty_systems,tinyecs,s,2026-03-15 13:09:12Z,2.92e-7,2.92e-7,2.92e-7,1000
100,system,empty_systems,concord,kb,2026-03-15 13:09:18Z,0.0001,0.0001,0.0001,99
100,system,empty_systems,ecs-lua,kb,2026-03-15 13:10:10Z,2.5391,2.5391,2.5391,100
100,system,empty_systems,evolved,kb,2026-03-15 13:10:53Z,0.0001,0.0001,0.0001,100
100,system,empty_systems,lovetoys,kb,2026-03-15 13:11:35Z,0.0001,0.0001,0.0001,100
100,system,empty_systems,nata,kb,2026-03-15 13:12:27Z,0.0001,0.0001,0.0001,100
